scene_id,scene_type,images_total,images_sampled,edge_density,laplacian_var,open_ratio,visual_clutter,base_score,type_bonus,chair_count,interaction_count,small_clutter_count,generic_object_count,annotated_object_count,meta_bonus,final_score,representative_image
c4d4cb61f6,apartment,2415,8,0.02933255210518837,32.479331970214844,0.9147440195083618,0.010260746180234395,0.9897392538197656,0.06,0,0,10,6,54,-0.022,1.0277392538197656,data/c4d4cb61f6/dslr/resized_undistorted_images/02dd3b53_DSC08831.JPG
589f5c7c58,bedroom / hotel,1378,8,0.03579295799136162,36.52938461303711,0.9148271083831787,0.04515873967198045,0.9548412603280195,0.02,2,3,4,1,49,0.05266666666666667,1.0275079269946863,data/589f5c7c58/dslr/resized_undistorted_images/02dd3b53_DSC05680.JPG
4c141d5b1b,apartment,1536,8,0.02386380359530449,19.291259765625,0.9264760613441467,0.0,1.0,0.06,1,3,31,19,122,-0.033666666666666664,1.0263333333333333,data/4c141d5b1b/dslr/resized_undistorted_images/54aed99f_DSC03351.JPG
f8e13ab4ae,apartment,2673,8,0.03368522971868515,33.6541748046875,0.8856881856918335,0.05306729004031353,0.9469327099596865,0.06,1,2,11,1,67,0.01833333333333334,1.0252660432930198,data/f8e13ab4ae/dslr/resized_undistorted_images/bdd6263f_DSC00030.JPG
96b7c379eb,apartment,832,8,0.029601508751511574,26.988758087158203,0.9160405397415161,0.0,1.0,0.06,0,0,14,11,54,-0.036000000000000004,1.024,data/96b7c379eb/dslr/resized_undistorted_images/54aed99f_DSC00342.JPG
2e5c249de3,bedroom / hotel,886,8,0.02581784315407276,32.200355529785156,0.9021941423416138,0.02087590496611983,0.9791240950338802,0.02,1,1,3,0,31,0.024333333333333335,1.0234574283672135,data/2e5c249de3/dslr/resized_undistorted_images/DSC09276.JPG
c026d108e0,classroom,1089,8,0.03872036188840866,43.16290283203125,0.8808510303497314,0.10633341147029485,0.8936665885297052,0.05,3,4,3,2,46,0.079,1.0226665885297053,data/c026d108e0/dslr/resized_undistorted_images/02dd3b53_DSC01195.JPG
4e2db5058c,apartment,1305,8,0.030058912932872772,31.95410919189453,0.8889926671981812,0.0321437079357058,0.9678562920642942,0.06,2,3,36,14,116,-0.005333333333333322,1.0225229587309608,data/4e2db5058c/dslr/resized_undistorted_images/65afa241_DSC09532.JPG
db5293a870,classroom,719,8,0.03786958381533623,48.30475997924805,0.8787134885787964,0.11448105879645873,0.8855189412035412,0.05,3,5,1,1,39,0.087,1.0225189412035414,data/db5293a870/dslr/resized_undistorted_images/02dd3b53_DSC04188.JPG
728daff2a3,apartment,472,8,0.028478117659687996,27.253822326660156,0.8696841597557068,0.04032228196489394,0.959677718035106,0.06,0,0,0,0,0,0.0,1.019677718035106,data/728daff2a3/dslr/resized_undistorted_images/DSC04552.JPG
9ef704a38d,classroom,972,8,0.03195074573159218,50.66392517089844,0.9027925729751587,0.06453000655445106,0.9354699934455489,0.05,1,2,4,1,34,0.02533333333333334,1.0108033267788823,data/9ef704a38d/dslr/resized_undistorted_images/fe019376_DSC06644.JPG
e8ea9b4da8,bedroom / hotel,258,8,0.023483239114284515,25.428327560424805,0.9086037278175354,0.005542802732238883,0.9944571972677612,0.02,0,0,3,1,39,-0.005,1.0094571972677613,data/e8ea9b4da8/dslr/resized_undistorted_images/DSC06173.JPG
a003a6585e,bedroom / hotel,2114,8,0.030673667788505554,38.0615234375,0.8873471021652222,0.046743402870188494,0.9532565971298115,0.02,2,5,19,7,121,0.033666666666666664,1.0069232637964782,data/a003a6585e/dslr/resized_undistorted_images/DSC08473.JPG
c178491bc5,apartment,2360,8,0.03214285522699356,38.83803939819336,0.9068350791931152,0.0365827622230321,0.9634172377769679,0.06,2,3,34,22,78,-0.019333333333333327,1.0040839044436345,data/c178491bc5/dslr/resized_undistorted_images/5c25b5f5_DSC05529.JPG
6f1848d1e3,apartment,373,8,0.03557340428233147,35.89392852783203,0.8951994776725769,0.06007102822083152,0.9399289717791685,0.06,5,7,62,54,195,0.002666666666666692,1.002595638445835,data/6f1848d1e3/dslr/resized_undistorted_images/DSC01417.JPG
cf1ffd871d,bedroom / hotel,1373,8,0.03661629185080528,26.330684661865234,0.9084374904632568,0.036599260416105596,0.9634007395838944,0.02,1,2,10,2,90,0.01733333333333334,1.0007340729172278,data/cf1ffd871d/dslr/resized_undistorted_images/DSC05050.JPG
bfd3fd54d2,bedroom / hotel,278,8,0.03478849679231644,29.061687469482422,0.8990159630775452,0.03753003150870162,0.9624699684912984,0.02,1,1,12,1,62,0.013333333333333334,0.9958033018246317,data/bfd3fd54d2/dslr/resized_undistorted_images/DSC07660.JPG
27dd4da69e,bedroom / hotel,241,8,0.018852459266781807,18.163738250732422,0.9305053353309631,0.0,1.0,0.02,3,4,52,28,226,-0.02424999999999998,0.99575,data/27dd4da69e/dslr/resized_undistorted_images/DSC01344.JPG
951f01c9ad,conference room,592,8,0.041309282183647156,37.14014434814453,0.8560472130775452,0.13020668459278908,0.8697933154072109,0.08,2,4,14,2,44,0.044666666666666674,0.9944599820738775,data/951f01c9ad/dslr/resized_undistorted_images/DSC01002.JPG
992cd74f2c,bedroom / hotel,1866,8,0.0287306047976017,36.112186431884766,0.9252592921257019,0.01801464695634797,0.981985353043652,0.02,1,2,25,7,104,-0.007666666666666662,0.9943186863769853,data/992cd74f2c/dslr/resized_undistorted_images/1af5f040_DSC02666.JPG
934599022f,hallway,713,8,0.04228264093399048,25.941226959228516,0.934109091758728,0.06298354989381821,0.9370164501061817,0.0,2,2,0,0,38,0.05466666666666667,0.9916831167728484,data/934599022f/dslr/resized_undistorted_images/f7226bb3_DSC05864.JPG
f368a1f730,kitchen,1120,8,0.033037543296813965,32.994327545166016,0.8976695537567139,0.03727558999226785,0.9627244100077321,0.02,0,1,3,0,67,0.001,0.9837244100077321,data/f368a1f730/dslr/resized_undistorted_images/DSC05984.JPG
ac250f0ead,apartment,754,8,0.023523492738604546,15.939525604248047,0.9043650031089783,0.009330630946056889,0.9906693690539431,0.06,0,1,27,22,85,-0.067,0.9836693690539431,data/ac250f0ead/dslr/resized_undistorted_images/DSC02409.JPG
c413b34238,office,349,8,0.04070001468062401,70.00942993164062,0.9013563990592957,0.15692786654407792,0.8430721334559221,0.06,3,4,6,0,56,0.08,0.9830721334559221,data/c413b34238/dslr/resized_undistorted_images/DSC09900.JPG
94b1acde81,apartment,3113,8,0.04492095857858658,59.59723663330078,0.9000564813613892,0.15959989891950085,0.8404001010804991,0.06,5,8,38,14,162,0.08266666666666667,0.9830667677471658,data/94b1acde81/dslr/resized_undistorted_images/02dd3b53_DSC07371.JPG
6eb7f409ad,office,253,8,0.03687426820397377,46.07722473144531,0.8815292119979858,0.10154209325655326,0.8984579067434467,0.06,1,2,3,2,36,0.02433333333333334,0.98279124007678,data/6eb7f409ad/dslr/resized_undistorted_images/DSC06757.JPG
07b8312ea9,apartment,1469,8,0.03170740604400635,27.36822509765625,0.887443482875824,0.027572165378900428,0.9724278346210996,0.06,0,1,20,17,69,-0.05,0.9824278346210995,data/07b8312ea9/dslr/resized_undistorted_images/f23f5431_DSC09641.JPG
00a231a370,bedroom / hotel,795,8,0.03150614723563194,40.52057647705078,0.8839361667633057,0.05705853118444937,0.9429414688155506,0.02,1,2,7,3,78,0.01833333333333334,0.981274802148884,data/00a231a370/dslr/resized_undistorted_images/DSC05829.JPG
12b2b1c6d9,apartment,1903,8,0.037737853825092316,48.01116943359375,0.9074301719665527,0.08744230497107987,0.9125576950289201,0.06,2,3,26,12,99,0.008666666666666677,0.9812243616955868,data/12b2b1c6d9/dslr/resized_undistorted_images/9ebff14e_DSC00840.JPG
95b9971d01,kitchen,541,8,0.0401456356048584,44.544654846191406,0.8784308433532715,0.11953460091038079,0.8804653990896192,0.02,3,4,3,2,42,0.079,0.9794653990896192,data/95b9971d01/dslr/resized_undistorted_images/02dd3b53_DSC00573.JPG
1fb6538f81,living room / lounge,2195,8,0.04024626687169075,48.39560317993164,0.842440128326416,0.16054485864082785,0.8394551413591722,0.08,9,13,52,46,169,0.06000000000000001,0.9794551413591722,data/1fb6538f81/dslr/resized_undistorted_images/e4569fb3_DSC04332.JPG
9663292843,apartment,234,8,0.04161848872900009,38.031490325927734,0.9106017351150513,0.08512189745713004,0.9148781025428699,0.06,0,0,0,0,0,0.0,0.9748781025428699,data/9663292843/dslr/resized_undistorted_images/DSC09348.JPG
25aa952aa3,storage / basement / garage,211,8,0.024906689301133156,13.075206756591797,0.9426096677780151,0.0,1.0,-0.08,2,2,0,0,38,0.05466666666666667,0.9746666666666667,data/25aa952aa3/dslr/resized_undistorted_images/DSC08445.JPG
e3e0617f98,apartment,4897,8,0.043406032025814056,43.03532791137695,0.8746675252914429,0.13810918557917723,0.8618908144208228,0.06,8,12,47,36,270,0.05025,0.9721408144208229,data/e3e0617f98/dslr/resized_undistorted_images/DSC09999.JPG
d6a77f7c22,living room / lounge,2030,8,0.04274919629096985,47.174041748046875,0.8927925825119019,0.12709106393165834,0.8729089360683416,0.08,0,4,10,0,109,0.006000000000000002,0.9589089360683416,data/d6a77f7c22/dslr/resized_undistorted_images/1831ec71_DSC08269.JPG
40aec5fffa,kitchen,219,8,0.03518369421362877,31.753957748413086,0.928736686706543,0.0314440754233058,0.9685559245766941,0.02,0,0,14,9,72,-0.032,0.9565559245766941,data/40aec5fffa/dslr/resized_undistorted_images/DSC09784.JPG
1117299565,apartment,961,8,0.0358496755361557,39.471275329589844,0.8520611524581909,0.10787465088410397,0.892125349115896,0.06,0,1,0,0,34,0.004,0.9561253491158961,data/1117299565/dslr/resized_undistorted_images/02dd3b53_DSC08200.JPG
b3ac0beef0,bedroom / hotel,1021,8,0.03485619276762009,39.38318634033203,0.8329155445098877,0.11917043605092983,0.8808295639490702,0.02,3,4,16,8,89,0.054000000000000006,0.9548295639490703,data/b3ac0beef0/dslr/resized_undistorted_images/DSC04540.JPG
734bd1a97e,hallway,551,8,0.031045081093907356,25.433177947998047,0.9167153835296631,0.0,1.0,0.0,1,1,27,24,76,-0.04766666666666666,0.9523333333333334,data/734bd1a97e/dslr/resized_undistorted_images/38651623_DSC09251.JPG
e9e16b6043,office,426,8,0.038976505398750305,50.882354736328125,0.8771309852600098,0.12770228630764122,0.8722977136923588,0.06,1,2,5,4,68,0.01833333333333334,0.950631047025692,data/e9e16b6043/dslr/resized_undistorted_images/DSC06807.JPG
e0de253456,bedroom / hotel,140,8,0.03494218364357948,27.411388397216797,0.9025299549102783,0.032401712080658035,0.967598287919342,0.02,0,0,14,12,75,-0.038,0.949598287919342,data/e0de253456/dslr/resized_undistorted_images/DSC01017.JPG
11fc9df3a0,bedroom / hotel,1307,8,0.03665105253458023,42.51496887207031,0.889830470085144,0.08520250126537951,0.9147974987346205,0.02,1,2,12,4,91,0.011333333333333338,0.9461308320679538,data/11fc9df3a0/dslr/resized_undistorted_images/DSC00671.JPG
825d228aec,copy / mail room,745,8,0.03046875074505806,56.46519088745117,0.9215126037597656,0.06176773162492592,0.9382322683750741,0.02,0,1,11,3,63,-0.013,0.9452322683750741,data/825d228aec/dslr/resized_undistorted_images/DSC03007.JPG
132cb783ed,bedroom / hotel,904,8,0.03671874850988388,48.101295471191406,0.8850299119949341,0.10188459556438931,0.8981154044356107,0.02,1,1,3,0,30,0.024333333333333335,0.942448737768944,data/132cb783ed/dslr/resized_undistorted_images/DSC08377.JPG
3d0b7d4b4e,bedroom / hotel,1235,8,0.034525029361248016,40.36724853515625,0.888640284538269,0.06961426813323023,0.9303857318667698,0.02,2,3,31,19,157,-0.010333333333333326,0.9400523985334365,data/3d0b7d4b4e/dslr/resized_undistorted_images/f7226bb3_DSC01275.JPG
d7fc87324e,hallway,1014,8,0.037371926009655,29.639358520507812,0.9145711660385132,0.03949543048027213,0.9605045695197278,0.0,0,0,7,7,61,-0.020999999999999998,0.9395045695197278,data/d7fc87324e/dslr/resized_undistorted_images/02dd3b53_DSC05855.JPG
24b248e676,apartment,1469,8,0.03841664269566536,46.64329528808594,0.9177061319351196,0.08175268678997408,0.918247313210026,0.06,0,2,19,14,83,-0.03899999999999999,0.939247313210026,data/24b248e676/dslr/resized_undistorted_images/9b42a421_DSC07063.JPG
6f12492455,bedroom / hotel,2589,8,0.03746340423822403,36.35882568359375,0.8843916058540344,0.08142737256457559,0.9185726274354244,0.02,0,0,0,0,0,0.0,0.9385726274354245,data/6f12492455/dslr/resized_undistorted_images/DSC09207.JPG
d662592b54,copy / mail room,233,8,0.04458247870206833,22.911670684814453,0.9074734449386597,0.08255515107811441,0.9174448489218856,0.02,0,0,0,0,0,0.0,0.9374448489218856,data/d662592b54/dslr/resized_undistorted_images/DSC00090.JPG
725b8f0cba,bedroom / hotel,1743,8,0.03754756972193718,34.26191711425781,0.9135638475418091,0.051327032448675466,0.9486729675513246,0.02,1,2,29,17,101,-0.03166666666666666,0.937006300884658,data/725b8f0cba/dslr/resized_undistorted_images/0bd6b209_DSC04066.JPG
9084d4cd97,apartment,449,8,0.034839726984500885,46.7125244140625,0.8991289734840393,0.07566324719272137,0.9243367528072787,0.06,1,2,35,22,107,-0.04766666666666666,0.936670086140612,data/9084d4cd97/dslr/resized_undistorted_images/DSC08822.JPG
a766294249,bedroom / hotel,1021,8,0.04436658322811127,30.427261352539062,0.8669680953025818,0.12332329757256763,0.8766767024274323,0.02,2,3,19,0,122,0.03966666666666667,0.936343369094099,data/a766294249/dslr/resized_undistorted_images/02dd3b53_DSC05963.JPG
c8eeef6427,apartment,1465,8,0.029811915010213852,47.96568298339844,0.8971908092498779,0.059237909308814146,0.9407620906911859,0.06,0,1,37,16,99,-0.065,0.9357620906911859,data/c8eeef6427/dslr/resized_undistorted_images/ce544ee0_DSC04410.JPG
25bde9e167,apartment,531,8,0.03798668086528778,41.137603759765625,0.8910139799118042,0.08874457565362566,0.9112554243463743,0.06,0,0,14,12,81,-0.038,0.9332554243463742,data/25bde9e167/dslr/resized_undistorted_images/DSC02782.JPG
74ff105c0d,copy / mail room,213,8,0.03852275758981705,39.57213592529297,0.891140341758728,0.08830093475383513,0.9116990652461648,0.02,0,0,0,0,0,0.0,0.9316990652461649,data/74ff105c0d/dslr/resized_undistorted_images/DSC03690.JPG
54b6127146,bedroom / hotel,1694,8,0.03547094762325287,46.47005844116211,0.9028490781784058,0.0753908053524033,0.9246091946475967,0.02,1,3,18,16,113,-0.014666666666666665,0.92994252798093,data/54b6127146/dslr/resized_undistorted_images/DSC08884.JPG
9460c8889d,apartment,801,8,0.033388830721378326,72.76399993896484,0.9240126609802246,0.10944359925476636,0.8905564007452337,0.06,0,0,7,7,74,-0.020999999999999998,0.9295564007452336,data/9460c8889d/dslr/resized_undistorted_images/DSC06151.JPG
0c7962bd64,hallway,671,8,0.03447562828660011,45.65415954589844,0.9131416082382202,0.058804971877695386,0.9411950281223046,0.0,0,0,6,3,67,-0.012,0.9291950281223046,data/0c7962bd64/dslr/resized_undistorted_images/DSC04584.JPG
7dab70c8c8,apartment,1445,8,0.033376023173332214,28.505619049072266,0.9013198018074036,0.02628025295796952,0.9737197470420305,0.06,1,2,56,47,136,-0.10466666666666666,0.9290530803753638,data/7dab70c8c8/dslr/resized_undistorted_images/f7226bb3_DSC01017.JPG
7eac902fd5,apartment,311,8,0.03587895259261131,32.97403335571289,0.8761402368545532,0.07255552589225817,0.9274444741077419,0.06,0,0,23,18,64,-0.059,0.928444474107742,data/7eac902fd5/dslr/resized_undistorted_images/DSC01411.JPG
cba701332a,apartment,1346,8,0.037044424563646317,32.976016998291016,0.8941556215286255,0.06305821792463645,0.9369417820753636,0.06,1,2,44,28,132,-0.06866666666666665,0.928275115408697,data/cba701332a/dslr/resized_undistorted_images/97575d69_DSC04806.JPG
faec2f0468,office,1056,8,0.03687792643904686,57.6038818359375,0.9114893674850464,0.09956865839339306,0.900431341606607,0.06,1,2,31,17,107,-0.033666666666666664,0.9267646749399404,data/faec2f0468/dslr/resized_undistorted_images/DSC00604.JPG
484ad681df,bedroom / hotel,1401,8,0.0380982905626297,46.63965606689453,0.8770577907562256,0.11367578422934585,0.8863242157706541,0.02,1,2,10,1,87,0.01933333333333334,0.9256575491039875,data/484ad681df/dslr/resized_undistorted_images/DSC03395.JPG
a5114ca13d,apartment,476,8,0.04443977028131485,44.584815979003906,0.8797041177749634,0.14279102362833745,0.8572089763716626,0.06,1,2,10,7,45,0.007333333333333341,0.924542309704996,data/a5114ca13d/dslr/resized_undistorted_images/DSC04644.JPG
e1aa584dd5,living room / lounge,822,8,0.04209967702627182,42.856285095214844,0.8784507513046265,0.12694859490026972,0.8730514050997302,0.08,0,0,17,6,57,-0.028999999999999998,0.9240514050997302,data/e1aa584dd5/dslr/resized_undistorted_images/DSC07323.JPG
61adeff7d5,apartment,619,8,0.039172276854515076,28.408485412597656,0.9050631523132324,0.055537294217716776,0.9444627057822832,0.06,5,7,127,58,373,-0.0827083333333333,0.92175437244895,data/61adeff7d5/dslr/resized_undistorted_images/DSC08649.JPG
