scene_id,scene_type,diverse_score,category_score,visual_usability,scene_type_bonus,primary_category,core_category_count,non_table_category_count,sit_table_dominance,clutter_label_ratio,annotated_object_count,clutter_label_count,open_ratio,visual_clutter,edge_density,laplacian_var,center_detail,exposure_balance,images_total,images_sampled,category_summary,interaction_ideas,useful_labels,representative_image
94b1acde81,apartment,0.6380637328675511,0.6528560014646861,0.8106476625563538,0.0,storage_open,6,9,0.14035087719298245,0.14814814814814814,162,24,0.9000564813613892,0.15580287850277505,0.04492095857858658,59.59723663330078,0.12098869681358337,0.5511401891708374,3113,8,eat_drink:22;storage_open:11;sit_table:8;bed_lie:6;screen_work:2;door_transition:2;play_exercise_music:2;kitchen_cook:2;bathroom_wash:1;clean_laundry:1,open cabinet / shelf / closet; lie down / make bed / pack near bed; drink / eat / handle containers; exercise / play music / game; cook / wash dishes / use appliance,bottle:13;ceiling lamp:10;shelf:7;jacket:6;light switch:6;box:5;bag:4;bowl:4;cabinet:3;chair:3;curtain:3;food supplies:3;food supply:3;jar:3;pillow:3;armchair:2;blanket:2;central speaker:2,/mnt/hdd/Scannet++/4DHOI/data/94b1acde81/dslr/resized_undistorted_images/02dd3b53_DSC05593.JPG
ef69d58016,apartment,0.6357727769486414,0.6428255778601498,0.821668568092983,0.0,bed_lie,5,8,0.16129032258064516,0.06741573033707865,89,6,0.8887532949447632,0.0734938634006401,0.03710845857858658,33.2166748046875,0.10308584570884705,0.8042259812355042,276,8,bed_lie:7;door_transition:6;screen_work:6;sit_table:5;storage_open:3;eat_drink:1;bathroom_wash:1;clean_laundry:1;kitchen_cook:1,lie down / make bed / pack near bed; type / use monitor / print; enter / exit / open door; open cabinet / shelf / closet; cook / wash dishes / use appliance,curtain:4;door:3;running shoes:3;cupboard:2;door frame:2;mattress:2;monitor:2;mouse:2;piilow:2;smoke detector:2;umbrella:2;air fryer:1;badminton racket:1;bag:1;bagpack:1;bed:1;bed frame:1;blanket:1,/mnt/hdd/Scannet++/4DHOI/data/ef69d58016/dslr/resized_undistorted_images/DSC03851.JPG
c40466a844,computer lab,0.6154792708384667,0.6379692671153938,0.767053424723557,0.0,screen_work,4,6,0.27586206896551724,0.0891089108910891,101,9,0.8895810842514038,0.3185585998541342,0.054983898997306824,106.46227264404297,0.14924931526184082,0.7468993067741394,1728,8,screen_work:22;sit_table:16;storage_open:9;kitchen_cook:7;clean_laundry:2;whiteboard_present:1;eat_drink:1,type / use monitor / print; cook / wash dishes / use appliance; open cabinet / shelf / closet; clean / mop / vacuum / laundry; write / point / present,box:9;ceiling lamp:8;monitor:8;countertop:7;office chair:7;socket:7;cabinet:6;desk divider:5;keyboard:4;mouse:4;chair:3;computer tower:3;cupboard:2;headphones:2;laptop:2;receipt:2;trash can:2;book:1,/mnt/hdd/Scannet++/4DHOI/data/c40466a844/dslr/resized_undistorted_images/5160e5b9_DSC01129.JPG
04df8734b7,kitchen,0.61237633305275,0.6164948709519588,0.7650290871894184,0.1,storage_open,5,8,0.21739130434782608,0.06944444444444445,72,5,0.8692021369934082,0.2580993953379114,0.056471385061740875,62.173744201660156,0.1735607087612152,0.879197359085083,1683,8,storage_open:6;sit_table:5;bed_lie:3;door_transition:2;screen_work:2;eat_drink:2;whiteboard_present:1;kitchen_cook:1;play_exercise_music:1,open cabinet / shelf / closet; lie down / make bed / pack near bed; type / use monitor / print; exercise / play music / game; enter / exit / open door,shelf:6;chair:3;bag:2;clothes:2;curtain:2;curtain holder:2;flag:2;wall lamp:2;backpack:1;bed:1;book:1;books:1;cap:1;clothes drying rack:1;clothes rack:1;crate:1;desk:1;desk lamp:1,/mnt/hdd/Scannet++/4DHOI/data/04df8734b7/dslr/resized_undistorted_images/7296d80c_DSC03760.JPG
e69064f2f3,living room / lounge,0.609660779918126,0.634024326219873,0.7435208459706238,0.04,door_transition,4,7,0.23684210526315788,0.0967741935483871,124,12,0.8608976006507874,0.28039871673375516,0.05756916105747223,65.3760757446289,0.16768699884414673,0.8591473698616028,1276,8,door_transition:12;sit_table:9;bed_lie:6;play_exercise_music:3;storage_open:3;screen_work:2;clean_laundry:2;eat_drink:1,enter / exit / open door; lie down / make bed / pack near bed; exercise / play music / game; open cabinet / shelf / closet; clean / mop / vacuum / laundry,plant:8;door frame:6;pillow:6;door:5;power socket:5;shoes:5;curtain:4;light switch:4;ceiling lamp:3;chair:3;box:2;carpet:2;smoke detector:2;speaker:2;stool:2;table:2;tote bag:2;windowsill:2,/mnt/hdd/Scannet++/4DHOI/data/e69064f2f3/dslr/resized_undistorted_images/DSC09270.JPG
6126572846,conference room,0.6032686377589553,0.5653721060096697,0.872977550854209,-0.04,play_exercise_music,4,6,0.5,0.02631578947368421,38,1,0.9252359867095947,0.01802447309214001,0.03215200453996658,33.880062103271484,0.08327284455299377,0.7408797740936279,710,8,sit_table:7;play_exercise_music:2;storage_open:1;whiteboard_present:1;screen_work:1;clean_laundry:1;door_transition:1,exercise / play music / game; write / point / present; clean / mop / vacuum / laundry; type / use monitor / print; open cabinet / shelf / closet,chair:6;picture:5;speaker:2;window:2;window frame:2;windowsill:2;box:1;cabinet:1;ceiling lamp:1;door:1;doorframe:1;heater:1;light switch:1;monitor:1;smoke detector:1;socket:1;table:1;trash can:1,/mnt/hdd/Scannet++/4DHOI/data/6126572846/dslr/resized_undistorted_images/02dd3b53_DSC04073.JPG
21c5ee0ca5,Common Area ,0.601668110091428,0.5407902016391489,0.8844056035647548,0.05,door_transition,4,7,0.14705882352941177,0.16455696202531644,79,13,0.9226961135864258,0.028969198810636032,0.034975118935108185,32.080657958984375,0.08658695220947266,0.9203974008560181,1780,8,door_transition:19;eat_drink:5;sit_table:5;kitchen_cook:1;storage_open:1;play_exercise_music:1;clean_laundry:1;screen_work:1,enter / exit / open door; drink / eat / handle containers; exercise / play music / game; cook / wash dishes / use appliance; clean / mop / vacuum / laundry,paper:12;door:10;door frame:9;light switch:8;bottle:5;chair:5;ceiling lamp:4;power socket:2;shoe:2;bag:1;basket:1;bicycle helmet:1;drink carton:1;frying pan:1;monitor:1;mop:1;picture:1;poster:1,/mnt/hdd/Scannet++/4DHOI/data/21c5ee0ca5/dslr/resized_undistorted_images/DSC09491.JPG
c4c04e6d6c,conference room,0.5927286243082598,0.6051465101621815,0.7679489012943579,-0.04,whiteboard_present,6,7,0.7575757575757576,0.0,100,0,0.879125714302063,0.3086765173920093,0.06125951558351517,80.11430358886719,0.15580111742019653,0.8711891174316406,385,8,sit_table:50;whiteboard_present:5;door_transition:3;bathroom_wash:2;clean_laundry:2;screen_work:2;kitchen_cook:1;play_exercise_music:1,write / point / present; wash hands / shower / towel / toilet; clean / mop / vacuum / laundry; type / use monitor / print; enter / exit / open door,chair:36;table:14;power socket:8;ceiling lamp:6;blackboard:4;door:3;doorframe:3;light switch:3;pillar:2;trash bin:2;blackboard frame:1;electrical duct:1;exhaust fan:1;overhead projector:1;projector:1;rolling cart:1;sink:1;speaker:1,/mnt/hdd/Scannet++/4DHOI/data/c4c04e6d6c/dslr/resized_undistorted_images/DSC03230.JPG
1fb6538f81,living room / lounge,0.5812981868395977,0.6021716663229768,0.7126206886633472,0.04,bed_lie,4,7,0.28846153846153844,0.28402366863905326,169,48,0.842440128326416,0.17671527925775563,0.04024626687169075,48.39560317993164,0.1306922435760498,0.7913788557052612,2195,8,sit_table:15;bed_lie:9;play_exercise_music:6;eat_drink:6;screen_work:6;storage_open:5;kitchen_cook:3;door_transition:2,lie down / make bed / pack near bed; exercise / play music / game; type / use monitor / print; open cabinet / shelf / closet; cook / wash dishes / use appliance,chair:8;pillow:7;vase:6;plant:5;speaker:5;books:3;file folder:3;notebook:3;shelf:3;storage bin:3;table:3;basket:2;beer mug:2;bowl:2;ceiling lamp:2;coffee mug:2;light switches:2;photograph:2,/mnt/hdd/Scannet++/4DHOI/data/1fb6538f81/dslr/resized_undistorted_images/e4569fb3_DSC03392.JPG
ac78eb8124,classroom,0.5769679984406637,0.6462930668367427,0.6222438114854781,0.03,whiteboard_present,6,8,0.6829268292682927,0.04678362573099415,342,16,0.8609341382980347,0.4917202222774297,0.07272760570049286,128.7876739501953,0.15182802081108093,0.6166039705276489,1970,8,sit_table:56;whiteboard_present:9;door_transition:4;bathroom_wash:4;eat_drink:2;clean_laundry:2;play_exercise_music:2;screen_work:2;kitchen_cook:1,write / point / present; wash hands / shower / towel / toilet; exercise / play music / game; enter / exit / open door; clean / mop / vacuum / laundry,chair:36;table:20;ceiling light:18;power sockets:12;square plastic conduit:6;heater:5;blackboard:4;cable raceway:4;doorframe:4;power socket:4;rj45 outlet:4;false ceiling:3;sliding blackboard track:3;door:2;double door:2;electrical panel:2;extension cord:2;light switches:2,/mnt/hdd/Scannet++/4DHOI/data/ac78eb8124/dslr/resized_undistorted_images/17737002_DSC00902.JPG
